"Area","Roundness","R","G","B"
2.123000000000000000e+03,8.450389136762656017e-01,1.184036388140161762e+02,6.727392183288409910e+01,6.472742587601078412e+01
3.074000000000000000e+03,7.816295703309843468e-01,1.241181226139681115e+02,8.025016842578037313e+01,7.675162811587694023e+01
2.236500000000000000e+03,8.446668964065366936e-01,1.226901364764268010e+02,7.422642679900744156e+01,7.164267990074441173e+01
1.976000000000000000e+03,8.001106489603263539e-01,1.302726666666666802e+02,7.934333333333333371e+01,7.757666666666666799e+01
2.237000000000000000e+03,7.430079658991750602e-01,1.080088815789473671e+02,5.700296052631578902e+01,5.650625000000000142e+01
2.605000000000000000e+03,7.319443252398778466e-01,1.241965000000000003e+02,7.966349999999999909e+01,7.891100000000000136e+01
2.484000000000000000e+03,7.882742776400227802e-01,1.286545608108108070e+02,7.956644144144144093e+01,7.543862612612612395e+01
2.562000000000000000e+03,8.687281738162386802e-01,1.195731922398589120e+02,6.949764844209288128e+01,6.399206349206349387e+01
3.297000000000000000e+03,8.128632822086560017e-01,1.228456402199528696e+02,8.686331500392772398e+01,8.563805970149253710e+01
3.117000000000000000e+03,7.406640304487922544e-01,1.167702609097206192e+02,6.836388824751789173e+01,6.551119833756638400e+01
2.505000000000000000e+03,8.598341886351760222e-01,1.196693815987933647e+02,6.972880844645550269e+01,6.377586726998491429e+01
2.726000000000000000e+03,8.163038683612273694e-01,1.171638127853881315e+02,6.428824200913241782e+01,5.572317351598173474e+01
1.963500000000000000e+03,8.559704770860375733e-01,1.061990758567578013e+02,5.307624181748170855e+01,5.182980361956103366e+01
2.747500000000000000e+03,8.415453215985913005e-01,1.131915322580645125e+02,7.186718750000000000e+01,7.077091733870967971e+01
1.927500000000000000e+03,8.007294839702393530e-01,1.209495711835334504e+02,7.287238421955403567e+01,7.252384219554031120e+01
2.150500000000000000e+03,8.061097853323883067e-01,1.203619652406417089e+02,7.060093582887699881e+01,6.952840909090909349e+01
2.096000000000000000e+03,8.567390889618050620e-01,1.148561224489795904e+02,6.593979591836735210e+01,6.457687074829931362e+01
2.389500000000000000e+03,7.440139076471217194e-01,1.449833287024173387e+02,9.630091692136704751e+01,9.008808002222839661e+01
